nr,name,status,return_type,param_count,param1,param2,param3,param4,param5,param6
190,getdents64,ok,long,3,unsigned int fd,struct linux_dirent64 * dirent,unsigned int count,,,
191,getunwind,ok,long,2,void * buf,size_t buf_size,,,,
192,readahead,ok,long,3,int fd,loff_t offset,size_t count,,,
193,setxattr,ok,long,5,const char * pathname,const char * name,const void * value,size_t size,int flags,
194,lsetxattr,ok,long,5,const char * pathname,const char * name,const void * value,size_t size,int flags,
195,fsetxattr,ok,long,5,int fd,const char * name,const void * value,size_t size,int flags,
196,getxattr,ok,long,4,const char * pathname,const char * name,void * value,size_t size,,
197,lgetxattr,ok,long,4,const char * pathname,const char * name,void * value,size_t size,,
198,fgetxattr,ok,long,4,int fd,const char * name,void * value,size_t size,,
199,listxattr,ok,long,3,const char * pathname,char * list,size_t size,,,
200,llistxattr,ok,long,3,const char * pathname,char * list,size_t size,,,
